raw_description,amount,currency,direction,transaction_type,merchant_name,mcc,label,source
CARD OXFAM REF 93536989,39.31,GBP,debit,CARD,OXFAM,8398,Charity,synthetic
CARD AMAZON.CO.UK LONDON 78695,128.68,GBP,debit,CARD,AMAZON.CO.UK,5691,Shopping,synthetic
CARD PAYMENT BP,80.69,GBP,debit,CARD,BP,5172,Fuel,synthetic
VISA H&M LONDON,34.22,GBP,debit,CARD,H&M,5310,Shopping,synthetic
CARD PAYMENT NANDOS CARDIFF 21JUL,8.38,GBP,debit,CARD,NANDOS,5814,Dining,synthetic
VISA ASDA PETROL,65.18,GBP,debit,CARD,ASDA PETROL,5541,Fuel,synthetic
APPLE PAY CO-OP 19442 21/12/2023,56.41,GBP,debit,APPLE_PAY,CO-OP,5411,Groceries,synthetic
CARD PAYMENT JET LONDON 63168.,103.78,GBP,debit,CARD,JET,5542,Fuel,synthetic
BACS UDEMY  05/10/2026,439.08,GBP,debit,BACS,UDEMY,8220,Education,synthetic
ATM LINK ATM LONDON 51635,92.24,GBP,debit,ATM,LINK ATM,6011,Cash Withdrawal,synthetic
CARD WETHERSPOONS REF 13867648,88.19,GBP,debit,CARD,WETHERSPOONS,5812,Dining,synthetic
DD AGE UK LONDON 20250823,2.28,GBP,debit,DD,AGE UK,8398,Charity,synthetic
POS PLAYSTATION NETWORK REF 21774955,92.81,GBP,debit,POS,PLAYSTATION NETWORK,7832,Entertainment,synthetic
SO OCTOPUS ENERGY PAYMENT,143.14,GBP,debit,SO,OCTOPUS ENERGY,4812,Utilities,synthetic
CARD PAYMENT KINGS COLLEGE LONDON LONDON 64760,168.61,GBP,debit,CARD,KINGS COLLEGE LONDON,8220,Education,synthetic
CARD PAYMENT HAIRDRESSERS LONDON 01/05/2023,162.00,GBP,debit,CARD,HAIRDRESSERS,5999,Other,synthetic
TRANSFER TO SAVINGS 10/02/2024,3864.51,GBP,credit,TFR,,,Transfers,synthetic
STANDING ORDER MORTGAGE PAYMENT //,797.64,GBP,debit,SO,MORTGAGE PAYMENT,9399,Rent/Mortgage,synthetic
BACS PASSPORT OFFICE 28838 08APR,35.46,GBP,debit,BACS,PASSPORT OFFICE,5999,Other,synthetic
POS TESCO EXPRESS REF 95758649 *,74.93,GBP,debit,POS,TESCO EXPRESS,5411,Groceries,synthetic
BACS LV REF 74114036,187.04,GBP,debit,BACS,LV,5960,Insurance,synthetic
FPS ALEX TAYLOR 55-66-77 11223344 RENT JULY,722.83,GBP,debit,BACS,MONTHLY RENT,6513,Rent/Mortgage,synthetic
ATM ATM LONDON,75.97,GBP,debit,ATM,ATM,6010,Cash Withdrawal,synthetic
CARD LIDL REF 68526649,39.19,GBP,debit,CARD,LIDL,5300,Groceries,synthetic
DD INCOME TAX PAYMENT,320.92,GBP,debit,DD,,9211,Taxes,synthetic
BANK TRANSFER BETWEEN ACCOUNTS 27 MAY,4169.40,GBP,credit,TFR,,,Transfers,synthetic
CARD PAYMENT JET2 57161 18/12/2026,503.79,GBP,debit,CARD,JET2,4722,Travel,synthetic
LINK ATM ATM 89475,18.98,GBP,debit,ATM,ATM,6011,Cash Withdrawal,synthetic
CARD LIME LONDON 70542,4.70,GBP,debit,CARD,LIME,4111,Transport,synthetic
CARD HAIRDRESSERS,173.61,GBP,debit,CARD,HAIRDRESSERS,5999,Other,synthetic
TRANSFER TO SAVINGS 20261004,4027.47,GBP,credit,TFR,,,Transfers,synthetic
CARD DISNEY+ 60613 //,23.19,GBP,debit,CARD,DISNEY+,4899,Subscriptions,synthetic
CARD AMAZON PRIME,30.06,GBP,debit,CARD,AMAZON PRIME,5968,Subscriptions,synthetic
MASTERCARD MCDONALDS 2728,66.44,GBP,debit,CARD,MCDONALDS,5814,Dining,synthetic
PAYPAL ARGOS 98155 //,160.25,GBP,debit,PAYPAL,ARGOS,5310,Shopping,synthetic
ACCOUNT FEE HSBC,24.75,GBP,debit,SO,HSBC,6012,Fees,synthetic
APPLE PAY ICELAND REF 78885632,119.83,GBP,debit,APPLE_PAY,ICELAND,5411,Groceries,synthetic
MASTERCARD BA,401.26,GBP,debit,CARD,BA,4722,Travel,synthetic
GOOGLE PAY WAITROSE REF 43704923,53.04,GBP,debit,GOOGLE_PAY,WAITROSE,5300,Groceries,synthetic
STRIPE CURRYS LONDON 15JUN,124.24,GBP,debit,STRIPE,CURRYS,5311,Shopping,synthetic
DIRECT DEBIT ADMIRAL ,45.88,GBP,debit,DD,ADMIRAL,5960,Insurance,synthetic
POS HAIRDRESSERS 98223 16 NOV,90.93,GBP,debit,POS,HAIRDRESSERS,7299,Other,synthetic
CARD PAYMENT LASTMINUTE.COM,54.07,GBP,debit,CARD,LASTMINUTE.COM,4722,Travel,synthetic
APPLE PAY DOMINO'S  12 MAR,76.64,GBP,debit,APPLE_PAY,DOMINO'S,5812,Dining,synthetic
POS POST OFFICE //,54.36,GBP,debit,POS,POST OFFICE,7299,Other,synthetic
BANK TRANSFER BETWEEN ACCOUNTS REF 94469965,2861.53,GBP,credit,TFR,,,Transfers,synthetic
VISA PRIMARK LONDON,84.84,GBP,debit,CARD,PRIMARK,5399,Shopping,synthetic
CARD PAYMENT BP 93372 27 JUL,117.53,GBP,debit,CARD,BP,5172,Fuel,synthetic
VISA JET2,234.29,GBP,debit,CARD,JET2,4511,Travel,synthetic
FOREIGN TRANSACTION FEE,45.11,GBP,debit,SO,LLOYDS,6012,Fees,synthetic
DD SELF ASSESSMENT TAX,80.46,GBP,debit,DD,DVLA,9399,Taxes,synthetic
POS KFC 41899.,59.33,GBP,debit,POS,KFC,5812,Dining,synthetic
SQ PRET REF 35428946,14.42,GBP,debit,SQUARE,PRET,5812,Coffee Shops,synthetic
PAYPAL SPORTS DIRECT 28 MAR.,102.88,GBP,debit,PAYPAL,SPORTS DIRECT,5311,Shopping,synthetic
CARD PAYMENT SKY STORE LONDON 20250323.,88.20,GBP,debit,CARD,SKY STORE,7999,Entertainment,synthetic
FPS SELF ASSESSMENT TAX,192.09,GBP,debit,FPS,DVLA,9399,Taxes,synthetic
POS ASDA PETROL *,98.28,GBP,debit,POS,ASDA PETROL,5172,Fuel,synthetic
VISA ASDA PETROL,114.46,GBP,debit,CARD,ASDA PETROL,5172,Fuel,synthetic
APPLE PAY DISNEY+ REF 90594945,11.15,GBP,debit,APPLE_PAY,DISNEY+,5734,Subscriptions,synthetic
CARD DISNEY PLUS 28345 20250925,11.54,GBP,debit,CARD,DISNEY PLUS,4899,Subscriptions,synthetic
CARD CINEWORLD 44643 21/01/2025,87.06,GBP,debit,CARD,CINEWORLD,7832,Entertainment,synthetic
DD NHS PRESCRIPTION REF 44825874,101.55,GBP,debit,DD,NHS PRESCRIPTION,8049,Healthcare,synthetic
CARD PAYMENT OPEN UNIVERSITY  4541,479.36,GBP,debit,CARD,OPEN UNIVERSITY,8220,Education,synthetic
BACS AGE UK 97009 03/07/2026,99.66,GBP,debit,BACS,AGE UK,8398,Charity,synthetic
DD MORE THAN,135.15,GBP,debit,DD,MORE THAN,5960,Insurance,synthetic
SO PEABODY  53955,1317.48,GBP,debit,SO,PEABODY,9399,Rent/Mortgage,synthetic
PAYPAL GETT.,39.47,GBP,debit,PAYPAL,GETT,4111,Transport,synthetic
POS SAINSBURY'S *,63.76,GBP,debit,POS,SAINSBURY'S,5499,Groceries,synthetic
MASTERCARD RYANAIR 85734,632.50,GBP,debit,CARD,RYANAIR,4411,Travel,synthetic
BACS POST OFFICE LONDON 24SEP,85.58,GBP,debit,BACS,POST OFFICE,5999,Other,synthetic
DD CLARION HOUSING  23540,1713.23,GBP,debit,DD,CLARION HOUSING,9399,Rent/Mortgage,synthetic
ATM LINK ATM LONDON,484.29,GBP,debit,ATM,LINK ATM,6010,Cash Withdrawal,synthetic
MASTERCARD NANDOS CARDIFF 28744,25.21,GBP,debit,CARD,NANDOS,5812,Dining,synthetic
FPS MONTHLY SALARY NORTHWIND SERVICES,1315.39,GBP,credit,FPS,NORTHWIND SERVICES,,Salary,synthetic
APPLE PAY STARBUCKS CAMBRIDGE,11.42,GBP,debit,APPLE_PAY,STARBUCKS,5814,Coffee Shops,synthetic
POS JD SPORTS 15084 09/08/2023,243.99,GBP,debit,POS,JD SPORTS,5310,Shopping,synthetic
PAYPAL EASYJET GATWICK 96463,617.87,GBP,debit,PAYPAL,EASYJET,4722,Travel,synthetic
MASTERCARD FIVE GUYS REF 75609379,40.47,GBP,debit,CARD,FIVE GUYS,5812,Dining,synthetic
POS TESCO PETROL LONDON 27075,68.07,GBP,debit,POS,TESCO PETROL,5542,Fuel,synthetic
CARD CAFFE NERO 88603 20241127,11.00,GBP,debit,CARD,CAFFE NERO,5814,Coffee Shops,synthetic
CARD PAYMENT PRET LONDON,8.82,GBP,debit,CARD,PRET,5814,Coffee Shops,synthetic
DIRECT DEBIT HOUSING ASSOCIATION 50072,419.23,GBP,debit,DD,HOUSING ASSOCIATION,6513,Rent/Mortgage,synthetic
CARD PAYMENT SAINSBURYS PETROL BIRMINGHAM 08/08/2026,37.80,GBP,debit,CARD,SAINSBURYS PETROL,5542,Fuel,synthetic
CARD TIM HORTONS,6.49,GBP,debit,CARD,TIM HORTONS,5812,Coffee Shops,synthetic
MASTERCARD BRITISH AIRWAYS HEATHROW,249.71,GBP,debit,CARD,BRITISH AIRWAYS,4511,Travel,synthetic
CASH WITHDRAWAL ATM 22 NOV //,132.76,GBP,debit,ATM,ATM,6011,Cash Withdrawal,synthetic
FPS SELF ASSESSMENT TAX,108.35,GBP,debit,FPS,HMRC,9211,Taxes,synthetic
BACS BOOTS LONDON 22/01/2025,61.07,GBP,debit,BACS,BOOTS,8011,Healthcare,synthetic
STANDING ORDER EDF ENERGY PAYMENT,38.84,GBP,debit,SO,EDF ENERGY,4900,Utilities,synthetic
POS MORRISONS PETROL REF 91612860,33.81,GBP,debit,POS,MORRISONS PETROL,5541,Fuel,synthetic
CARD PAYMENT UNIVERSITY 91205 08/11/2024,264.26,GBP,debit,CARD,UNIVERSITY,8299,Education,synthetic
BACS INCOME TAX PAYMENT,408.78,GBP,debit,BACS,DVLA,9211,Taxes,synthetic
VISA ZARA *,207.31,GBP,debit,CARD,ZARA,5311,Shopping,sandbox
MONTHLY ACCOUNT FEE,36.96,GBP,debit,SO,,6051,Fees,synthetic
POS TESCO PETROL REF 29148862,128.49,GBP,debit,POS,TESCO PETROL,5542,Fuel,synthetic
CARD GETT LEEDS 07MAY,42.90,GBP,debit,CARD,GETT,4111,Transport,synthetic
TRANSFER TO ISA 28JAN,118.46,GBP,credit,TFR,,,Transfers,synthetic
MASTERCARD BRITISH AIRWAYS 45894,367.93,GBP,debit,CARD,BRITISH AIRWAYS,4411,Travel,synthetic
CARD COSTA COFFEE 12971 22 NOV //,9.06,GBP,debit,CARD,COSTA COFFEE,5812,Coffee Shops,synthetic
MASTERCARD MCDONALD'S ,44.55,GBP,debit,CARD,MCDONALD'S,5812,Dining,synthetic
BACS BOOTS PHARMACY LONDON 20240310,65.30,GBP,debit,BACS,BOOTS PHARMACY,5912,Healthcare,synthetic
SQ COSTA COFFEE 28599 24/02/2025,12.37,GBP,debit,SQUARE,COSTA COFFEE,5814,Coffee Shops,synthetic
DD SANTANDER MORTGAGE  17/01/2023,1467.89,GBP,debit,DD,SANTANDER MORTGAGE,6513,Rent/Mortgage,synthetic
VISA EXPEDIA GATWICK,526.44,GBP,debit,CARD,EXPEDIA,4411,Travel,synthetic
TRANSFER TO SAVINGS,4773.47,GBP,credit,TFR,,,Transfers,synthetic
FASTER PAYMENT ACME LIMITED SALARY,2812.43,GBP,credit,FPS,ACME LIMITED,,Salary,synthetic
APPLE PAY PRET A MANGER 34349 25APR,4.91,GBP,debit,APPLE_PAY,PRET A MANGER,5812,Coffee Shops,synthetic
LINK ATM CASH MACHINE LONDON 16028.,369.48,GBP,debit,ATM,CASH MACHINE,6011,Cash Withdrawal,synthetic
CARD PAYMENT NURSERY FEES  27964,84.77,GBP,debit,CARD,NURSERY FEES,8299,Education,synthetic
DD NHS 62484 02/10/2024,79.57,GBP,debit,DD,NHS,5912,Healthcare,synthetic
CARD BOOTS MANCHESTER,10.01,GBP,debit,CARD,BOOTS,8011,Healthcare,synthetic
SO MORE THAN 62642 26/01/2024,56.52,GBP,debit,SO,MORE THAN,5960,Insurance,synthetic
BACS PRIME HIRE LTD SALARY,5728.26,GBP,credit,BACS,PRIME HIRE LTD,,Salary,synthetic
GOOGLE PAY MORRISONS BRISTOL 21667,13.57,GBP,debit,GOOGLE_PAY,MORRISONS,5499,Groceries,synthetic
APPLE PAY NETFLIX.COM  20230608,11.47,GBP,debit,APPLE_PAY,NETFLIX.COM,5968,Subscriptions,synthetic
CARD TESCO PETROL REF 73516094,26.30,GBP,debit,CARD,TESCO PETROL,5172,Fuel,synthetic
BACS DVLA VEHICLE TAX,253.87,GBP,debit,BACS,COUNCIL TAX,9211,Taxes,synthetic
POS POST OFFICE LONDON 97234,128.78,GBP,debit,POS,POST OFFICE,5999,Other,synthetic
FPS COUNCIL TAX,260.46,GBP,debit,FPS,HMRC,9211,Taxes,synthetic
CARD POST OFFICE 68740 27 MAY,121.77,GBP,debit,CARD,POST OFFICE,7299,Other,synthetic
CASH WITHDRAWAL ATM LONDON 15MAY,389.70,GBP,debit,ATM,ATM,6010,Cash Withdrawal,synthetic
VISA AMZN 81348 15 MAY,95.91,GBP,debit,CARD,AMZN,5399,Shopping,synthetic
VISA TEXACO BIRMINGHAM 77039,43.05,GBP,debit,CARD,TEXACO,5542,Fuel,synthetic
CARD PAYMENT MARKS & SPENCER REF 63124147,82.30,GBP,debit,CARD,MARKS & SPENCER,5499,Groceries,synthetic
BACS SCHOOL FEES REF 28885625,178.66,GBP,debit,BACS,SCHOOL FEES,8299,Education,synthetic
DD BT REF 89097226,100.58,GBP,debit,DD,BT,4812,Utilities,synthetic
CARD PAYMENT PREZZO 55067 08/06/2024,22.71,GBP,debit,CARD,PREZZO,5812,Dining,synthetic
BACS KINGS COLLEGE LONDON 52286 20240412,123.36,GBP,debit,BACS,KINGS COLLEGE LONDON,8220,Education,synthetic
CARD BOOTS,27.82,GBP,debit,CARD,BOOTS,8011,Healthcare,synthetic
FPS INCOME TAX PAYMENT,69.32,GBP,debit,FPS,HMRC,9211,Taxes,synthetic
ATM CASH MACHINE 58148,372.28,GBP,debit,ATM,CASH MACHINE,6011,Cash Withdrawal,synthetic
PAYPAL SCHOOL FEES 60343 10 MAY,256.82,GBP,debit,PAYPAL,SCHOOL FEES,8299,Education,synthetic
APPLE PAY AMAZON PRIME ,23.06,GBP,debit,APPLE_PAY,AMAZON PRIME,5968,Subscriptions,synthetic
STANDING ORDER HALIFAX MORTGAGE REF 45804636,1395.76,GBP,debit,SO,HALIFAX MORTGAGE,9399,Rent/Mortgage,synthetic
PAYPAL TFL 54680,71.53,GBP,debit,PAYPAL,TFL,4111,Transport,synthetic
SO UNITED UTILITIES,220.99,GBP,debit,SO,UNITED UTILITIES,4814,Utilities,synthetic
SQ GREGGS ,13.53,GBP,debit,SQUARE,GREGGS,5812,Coffee Shops,synthetic
APPLE PAY MCDONALDS,54.04,GBP,debit,APPLE_PAY,MCDONALDS,5814,Dining,synthetic
CARD PAYMENT UNIVERSITY 27908 17/11/2026,34.59,GBP,debit,CARD,UNIVERSITY,8220,Education,synthetic
CARD PAYMENT MORRISONS MANCHESTER 20241221,21.42,GBP,debit,CARD,MORRISONS,5499,Groceries,synthetic
POS BOOTS PHARMACY 81470,12.92,GBP,debit,POS,BOOTS PHARMACY,8021,Healthcare,synthetic
VISA SPOTIFY  64647,32.12,GBP,debit,CARD,SPOTIFY,5734,Subscriptions,synthetic
CARD KFC ,81.77,GBP,debit,CARD,KFC,5812,Dining,synthetic
PAYPAL STEAM ,72.27,GBP,debit,PAYPAL,STEAM,7922,Entertainment,synthetic
FASTER PAYMENT BLUEFIN SOLUTIONS SALARY,4909.96,GBP,credit,FPS,BLUEFIN SOLUTIONS,,Salary,synthetic
TRANSFER TO EASY ACCESS SAVER 10/09/2025,4227.18,GBP,credit,TFR,,,Transfers,synthetic
OVERDRAFT INTEREST CHARGE,10.48,GBP,debit,SO,HSBC,6051,Fees,synthetic
POS GOV.UK,153.96,GBP,debit,POS,GOV.UK,7299,Other,synthetic
TFR TO JOINT ACCOUNT 14 AUG,4362.19,GBP,credit,TFR,,,Transfers,synthetic
BACS SALARY NORTHWIND SERVICES 12MAR,5234.37,GBP,credit,BACS,NORTHWIND SERVICES,,Salary,synthetic
ATM LINK ATM LONDON,418.69,GBP,debit,ATM,LINK ATM,6011,Cash Withdrawal,synthetic
POS STARBUCKS CAMBRIDGE 67281,11.20,GBP,debit,POS,STARBUCKS,5812,Coffee Shops,synthetic
CARD PAYMENT RNLI 26967,47.32,GBP,debit,CARD,RNLI,8398,Charity,synthetic
MASTERCARD ESSO 66609,126.45,GBP,debit,CARD,ESSO,5542,Fuel,synthetic
CARD PAYMENT GETT *,84.53,GBP,debit,CARD,GETT,4789,Transport,synthetic
CARD PAYMENT POST OFFICE,116.47,GBP,debit,CARD,POST OFFICE,5999,Other,synthetic
DIRECT DEBIT SSE,243.57,GBP,debit,DD,SSE,4812,Utilities,synthetic
CARD STEAM REF 25475060,49.20,GBP,debit,CARD,STEAM,7832,Entertainment,synthetic
FPS ALEX TAYLOR 55-66-77 11223344 RENT JULY,2408.75,GBP,debit,BACS,NATIONWIDE MORTGAGE,9399,Rent/Mortgage,synthetic
CARD PAYMENT SAINSBURYS LONDON 50451,57.62,GBP,debit,CARD,SAINSBURYS,5300,Groceries,synthetic
CARD PAYMENT DENTAL REF 55995226,11.29,GBP,debit,CARD,DENTAL,5912,Healthcare,synthetic
CARD MICROSOFT 365  60692,34.10,GBP,debit,CARD,MICROSOFT 365,5734,Subscriptions,synthetic
POS AMAZON.CO.UK 59766 05/01/2026,154.96,GBP,debit,POS,AMAZON.CO.UK,5311,Shopping,synthetic
STRIPE JOHN LEWIS MANCHESTER,33.43,GBP,debit,STRIPE,JOHN LEWIS,5691,Shopping,synthetic
CARD DROPBOX  19/06/2026,5.02,GBP,debit,CARD,DROPBOX,5968,Subscriptions,synthetic
CARD LASTMINUTE.COM GATWICK 19/01/2024,469.87,GBP,debit,CARD,LASTMINUTE.COM,4722,Travel,synthetic
CARD EASYJET HEATHROW 72501,50.02,GBP,debit,CARD,EASYJET,4511,Travel,synthetic
LINK ATM LINK ATM MANCHESTER,82.72,GBP,debit,ATM,LINK ATM,6010,Cash Withdrawal,synthetic
POS COOP,102.16,GBP,debit,POS,COOP,5499,Groceries,synthetic
SO AVIVA 23594,344.26,GBP,debit,SO,AVIVA,6300,Insurance,synthetic
VISA NANDOS EDINBURGH 20260916,59.72,GBP,debit,CARD,NANDOS,5812,Dining,synthetic
DD INCOME TAX PAYMENT,471.41,GBP,debit,DD,HMRC,9211,Taxes,synthetic
BACS BHF LONDON 58690 *,42.30,GBP,debit,BACS,BHF,8398,Charity,synthetic
ACCOUNT FEE LLOYDS,24.23,GBP,debit,SO,LLOYDS,6051,Fees,synthetic
DD OPEN UNIVERSITY,334.41,GBP,debit,DD,OPEN UNIVERSITY,8220,Education,synthetic
PAYPAL ARRIVA  74302,73.45,GBP,debit,PAYPAL,ARRIVA,4131,Transport,synthetic
BACS KINGS COLLEGE LONDON 86782,83.55,GBP,debit,BACS,KINGS COLLEGE LONDON,8299,Education,synthetic
OVERDRAFT INTEREST CHARGE,13.30,GBP,debit,DD,HALIFAX,6051,Fees,synthetic
BACS HM REVENUE & CUSTOMS,468.03,GBP,debit,BACS,COUNCIL TAX,9399,Taxes,synthetic
VISA TRAVELODGE 44964 11/01/2026,358.57,GBP,debit,CARD,TRAVELODGE,4411,Travel,synthetic
CARD EASYJET GATWICK 19/04/2024,309.84,GBP,debit,CARD,EASYJET,4411,Travel,synthetic
PAYPAL H&M //,34.49,GBP,debit,PAYPAL,H&M,5399,Shopping,synthetic
POS VUE REF 19374071,138.55,GBP,debit,POS,VUE,7922,Entertainment,synthetic
POS CURRY'S 46918,256.81,GBP,debit,POS,CURRY'S,5311,Shopping,synthetic
PAYPAL NOW TV 74365 12/11/2026,34.36,GBP,debit,PAYPAL,NOW TV,5734,Subscriptions,synthetic
FPS ACME LTD PAYROLL REF 95971790 20231223,1845.84,GBP,credit,FPS,ACME LTD,,Salary,synthetic
POS DRY CLEANERS ,192.44,GBP,debit,POS,DRY CLEANERS,7299,Other,synthetic
VISA TIM HORTONS REF 36962876 *,10.37,GBP,debit,CARD,TIM HORTONS,5812,Coffee Shops,synthetic
MASTERCARD SHELL 41174,122.73,GBP,debit,CARD,SHELL,5172,Fuel,synthetic
SQ NERO OXFORD 54357,3.39,GBP,debit,SQUARE,NERO,5812,Coffee Shops,synthetic
VISA SHELL 37893 20240606,82.38,GBP,debit,CARD,SHELL,5542,Fuel,synthetic
CARD PAYMENT POST OFFICE 69087 10 JUN //,108.31,GBP,debit,CARD,POST OFFICE,7299,Other,synthetic
VISA DOMINO'S 30608,22.44,GBP,debit,CARD,DOMINO'S,5812,Dining,synthetic
POS DRY CLEANERS LONDON,62.08,GBP,debit,POS,DRY CLEANERS,5999,Other,synthetic
VISA CURRYS  20240327,176.22,GBP,debit,CARD,CURRYS,5691,Shopping,synthetic
MASTERCARD MCDONALD'S GLASGOW 12/05/2025,79.13,GBP,debit,CARD,MCDONALD'S,5812,Dining,synthetic
DD SCOTTISH POWER REF 66344563,284.45,GBP,debit,DD,SCOTTISH POWER,4812,Utilities,synthetic
POS NANDOS 12775 27JUL,54.96,GBP,debit,POS,NANDOS,5814,Dining,synthetic
VISA JET 9043 //,52.36,GBP,debit,CARD,JET,5541,Fuel,synthetic
FASTER PAYMENT TO SAVINGS REF 51009388,4761.84,GBP,credit,FPS,,,Transfers,synthetic
VISA EUROSTAR HEATHROW //,446.57,GBP,debit,CARD,EUROSTAR,4722,Travel,synthetic
FASTER PAYMENT SALARY GLOBEX CORP,4356.34,GBP,credit,FPS,GLOBEX CORP,,Salary,synthetic
BACS MORE THAN 52354.,271.89,GBP,debit,BACS,MORE THAN,6300,Insurance,synthetic
SO MONTHLY RENT  21802,974.56,GBP,debit,SO,MONTHLY RENT,9399,Rent/Mortgage,synthetic
DD NEWCASTLE COLLEGE 50471 04 JUN,462.36,GBP,debit,DD,NEWCASTLE COLLEGE,8220,Education,synthetic
MONTHLY ACCOUNT FEE,31.79,GBP,debit,DD,BARCLAYS,6051,Fees,synthetic
FPS TO SAVINGS 04MAY,2342.62,GBP,credit,FPS,,,Transfers,synthetic
FPS HM REVENUE & CUSTOMS,68.01,GBP,debit,FPS,HM REVENUE & CUSTOMS,9211,Taxes,synthetic
PAYPAL SPORTS DIRECT LONDON 7268.,184.80,GBP,debit,PAYPAL,SPORTS DIRECT,5310,Shopping,synthetic
SQ CAFFE NERO 18984 10/11/2025,6.61,GBP,debit,SQUARE,CAFFE NERO,5814,Coffee Shops,synthetic
CARD LASTMINUTE.COM 86843.,649.54,GBP,debit,CARD,LASTMINUTE.COM,4511,Travel,synthetic
APPLE PAY STARBUCKS OXFORD 68925,5.07,GBP,debit,APPLE_PAY,STARBUCKS,5814,Coffee Shops,synthetic
CARD SKY STORE,125.83,GBP,debit,CARD,SKY STORE,7922,Entertainment,synthetic
PAYPAL UNIVERSITY,310.02,GBP,debit,PAYPAL,UNIVERSITY,8220,Education,synthetic
CARD PAYMENT SCHOOL FEES 68540,207.88,GBP,debit,CARD,SCHOOL FEES,8299,Education,synthetic
STANDING ORDER E.ON,169.08,GBP,debit,SO,E.ON,4899,Utilities,synthetic
BACS INCOME TAX PAYMENT,97.42,GBP,debit,BACS,DVLA,9399,Taxes,synthetic
CARD PAYMENT BOOTS LONDON,91.08,GBP,debit,CARD,BOOTS,8049,Healthcare,synthetic
BACS SCHOOL FEES  56321,88.72,GBP,debit,BACS,SCHOOL FEES,8220,Education,synthetic
DIRECT DEBIT SCOTTISH POWER PAYMENT,156.05,GBP,debit,DD,SCOTTISH POWER,4899,Utilities,synthetic
VISA BLACK SHEEP COFFEE CAMBRIDGE 12/01/2026 *,14.79,GBP,debit,CARD,BLACK SHEEP COFFEE,5814,Coffee Shops,synthetic
CARD JUSTGIVING LONDON,13.51,GBP,debit,CARD,JUSTGIVING,8398,Charity,synthetic
CARD PAYMENT DVLA VEHICLE TAX,285.22,GBP,debit,CARD,DVLA,9211,Taxes,synthetic
LINK ATM CASH MACHINE REF 51568151,149.56,GBP,debit,ATM,CASH MACHINE,6010,Cash Withdrawal,synthetic
SO EDF ENERGY PAYMENT,112.85,GBP,debit,SO,EDF ENERGY,4814,Utilities,synthetic
FPS SALARY BLUEFIN SOLUTIONS 20240912,4365.40,GBP,credit,FPS,BLUEFIN SOLUTIONS,,Salary,synthetic
CASH WITHDRAWAL LINK ATM LONDON 50201,388.38,GBP,debit,ATM,LINK ATM,6011,Cash Withdrawal,synthetic
POS NINTENDO ESHOP 16MAR //,36.13,GBP,debit,POS,NINTENDO ESHOP,7999,Entertainment,synthetic
GOOGLE PAY ASDA MANCHESTER,19.19,GBP,debit,GOOGLE_PAY,ASDA,5300,Groceries,synthetic
APPLE PAY APPLE.COM/BILL ,25.87,GBP,debit,APPLE_PAY,APPLE.COM/BILL,5968,Subscriptions,synthetic
VISA ARGOS 79615 20250616,56.60,GBP,debit,CARD,ARGOS,5310,Shopping,synthetic
DD INCOME TAX PAYMENT,57.32,GBP,debit,DD,COUNCIL TAX,9399,Taxes,synthetic
BACS COUNCIL TAX,118.64,GBP,debit,BACS,COUNCIL TAX,9399,Taxes,synthetic
CARD CURRY'S,45.73,GBP,debit,CARD,CURRY'S,5311,Shopping,synthetic
CASH WITHDRAWAL FEE,16.49,GBP,debit,DD,NATIONWIDE,6051,Fees,synthetic
VISA LASTMINUTE.COM REF 39249849,591.57,GBP,debit,CARD,LASTMINUTE.COM,4511,Travel,synthetic
DD HMRC PAYMENT,326.46,GBP,debit,DD,HM REVENUE & CUSTOMS,9211,Taxes,synthetic
VISA SEE TICKETS MANCHESTER,40.48,GBP,debit,CARD,SEE TICKETS,7999,Entertainment,synthetic
FPS MONTHLY SALARY ACME LIMITED,5013.39,GBP,credit,FPS,ACME LIMITED,,Salary,synthetic
APPLE PAY CAFE LOCAL 12899,3.72,GBP,debit,APPLE_PAY,CAFE LOCAL,5814,Coffee Shops,synthetic
TFR TO SAVINGS ACCOUNT REF 78212439,3534.67,GBP,credit,TFR,,,Transfers,synthetic
POS SPORTS DIRECT  07JUN,251.33,GBP,debit,POS,SPORTS DIRECT,5399,Shopping,synthetic
POS HAIRDRESSERS 15968,112.96,GBP,debit,POS,HAIRDRESSERS,7299,Other,synthetic
PACKAGED ACCOUNT FEE,41.69,GBP,debit,DD,BARCLAYS,6051,Fees,synthetic
CARD DISNEY+,31.44,GBP,debit,CARD,DISNEY+,5968,Subscriptions,synthetic
TFR TO SAVINGS,1271.78,GBP,credit,TFR,,,Transfers,synthetic
CARD TRAVELODGE GATWICK 07JAN,271.57,GBP,debit,CARD,TRAVELODGE,4411,Travel,synthetic
BACS DRY CLEANERS 42816 20250512,138.82,GBP,debit,BACS,DRY CLEANERS,5999,Other,synthetic
CARD APPLE.COM/BILL 51315 16MAY,8.17,GBP,debit,CARD,APPLE.COM/BILL,4899,Subscriptions,synthetic
CARD PAYMENT SUBWAY CARDIFF 27/11/2026,72.36,GBP,debit,CARD,SUBWAY,5814,Dining,synthetic
STANDING ORDER EON PAYMENT,182.33,GBP,debit,SO,EON,4812,Utilities,synthetic
PAYPAL SEE TICKETS  13 JAN,84.31,GBP,debit,PAYPAL,SEE TICKETS,7832,Entertainment,synthetic
STANDING ORDER L&Q 6254,739.84,GBP,debit,SO,L&Q,9399,Rent/Mortgage,synthetic
